dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.25,0.25,0.503703703703704,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.48,0.15,0.726666666666667,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.36,0.01,1.46511627906977,1.0,2.0,no,no,yes,no,1.79999995231628,1,no,no
0.32,0.31,0.840579710144927,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.27,0.2,0.8438818565400841,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.34,0.27,0.793103448275862,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.33,0.3,0.784671532846715,6.0,2.0,yes,no,no,yes,3.20000004768372,0,no,no
0.28,0.33,0.628571428571429,1.0,2.0,yes,no,no,no,3.20000004768372,0,no,no
0.34,0.26,0.8988764044943821,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.37,0.36,0.7561643835616441,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.3,0.26,0.734567901234568,4.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.33,0.688775510204082,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.35509998321533204,0.199799995422363,0.501432664756447,3.0,4.0,no,no,yes,no,3.5999999046325697,0,no,no
0.25,0.19,0.7314285714285709,2.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.14,0.13,0.34965034965034997,4.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.44,0.2,0.4166666666666671,1.0,1.0,no,no,yes,no,10.6000003814697,1,no,no
0.45,0.3,1.14814814814815,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.37,0.26,0.8024691358024691,1.0,2.0,no,no,yes,no,10.6000003814697,0,no,no
0.34,0.3,0.7974025974025971,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.270400009155273,0.1675,0.78698224852071,3.0,3.0,no,no,no,no,3.0999999046325697,1,no,no
0.23,0.23,0.635359116022099,2.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.34,0.29,0.946564885496183,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.33,0.26,0.7278911564625851,2.0,2.0,no,no,no,yes,5.300000190734861,0,no,no
0.375,0.269699993133545,0.7857142857142858,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.33569999694824204,0.32459999084472696,0.7736842105263159,1.0,1.0,no,no,no,no,2.0,0,no,no
0.277900009155273,0.000850000008940697,0.628571428571429,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.41,0.12,0.48888888888888893,1.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.36290000915527293,0.301499996185303,0.516666666666667,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.308799991607666,0.22559999465942399,0.7823529411764709,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.36599998474121104,0.28200000762939503,0.7185185185185191,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.314899997711182,0.257900009155273,0.875912408759124,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.275200004577637,0.203299999237061,0.80952380952381,1.0,1.0,no,no,no,no,3.5999999046325697,1,no,no
0.35,0.2,0.503875968992248,3.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.332700004577637,0.267700004577637,0.7142857142857142,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.32,0.26,0.46948356807511704,3.0,3.0,no,no,no,no,10.6000003814697,0,no,no
0.264200000762939,0.258500003814697,0.783333333333333,1.0,1.0,no,yes,no,no,3.20000004768372,1,no,yes
0.339700012207031,0.178199996948242,0.5,2.0,1.0,no,no,no,no,10.6000003814697,0,no,yes
0.339700012207031,0.178199996948242,0.5,2.0,1.0,no,no,no,no,10.6000003814697,0,no,yes
0.36060001373291,0.280200004577637,0.7185185185185191,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.376800003051758,0.202000007629395,0.8840579710144929,1.0,1.0,no,no,yes,no,1.79999995231628,0,no,no
0.301000003814697,0.27799999237060496,0.861538461538462,2.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.54,0.54,0.75,4.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.350999984741211,0.337000007629395,0.623493975903614,4.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.38900001525878897,0.271000003814697,0.919230769230769,6.0,2.0,no,no,no,yes,3.0999999046325697,1,no,no
0.43,0.32,0.794044665012407,6.0,3.0,no,no,yes,no,3.20000004768372,0,no,yes
0.43,0.43,0.798004987531172,2.0,2.0,yes,no,yes,no,3.9000000953674303,0,no,yes
0.15,0.05,0.658064516129032,6.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.34,0.28,0.895833333333333,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.31,0.21,0.7,2.0,1.0,no,no,no,yes,1.79999995231628,1,no,no
0.37,0.28,0.9113924050632909,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.27,0.883211678832117,1.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.3,0.2,0.8947368421052628,1.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.16,0.16,0.203045685279188,1.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.36,0.23,0.843283582089552,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.36,0.28,0.7342105263157891,1.0,2.0,no,no,no,no,2.0,0,no,no
0.4,0.3,0.6953642384105961,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.37,0.3,0.8415841584158421,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.28,0.22,0.47368421052631604,1.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.43,0.35,0.514705882352941,5.0,2.0,yes,no,no,no,3.20000004768372,0,no,no
0.36,0.27,0.863387978142076,1.0,1.0,yes,no,no,no,3.20000004768372,0,no,no
0.24,0.24,0.6310679611650489,1.0,2.0,no,no,yes,no,4.30000019073486,0,no,no
0.47,0.47,0.651079136690647,1.0,1.0,no,no,yes,no,4.30000019073486,0,no,no
0.08,0.08,0.643835616438356,4.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.24,0.23,0.566666666666667,1.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.22,0.21,0.6531791907514449,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.14,0.12,0.32,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.21,0.16,0.289256198347107,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.0,0.29,0.629496402877698,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.210200004577637,0.20700000762939497,0.783333333333333,1.0,2.0,no,no,no,yes,3.0999999046325697,1,no,yes
0.3945000076293951,0.33229999542236305,0.147692307692308,1.0,1.0,no,no,no,no,3.9000000953674303,1,no,no
0.3,0.26,0.625,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.29,0.8,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.28,0.27,0.551020408163265,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.26,0.24,0.796875,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.28,0.21,0.6888888888888891,2.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.304400005340576,0.19799999237060503,0.328947368421053,2.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.313600006103516,0.287600002288818,0.306748466257669,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.302299995422363,0.263400001525879,0.7619047619047621,5.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.199500007629395,0.176200008392334,0.4533333333333329,2.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.27450000762939497,0.172199993133545,0.7142857142857142,6.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.317999992370605,0.312000007629395,0.802919708029197,3.0,2.0,no,no,no,yes,2.0,0,no,yes
0.45,0.237999992370605,0.6,6.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.35689998626709,0.18090000152587898,0.7,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.253999996185303,0.24299999237060502,0.663507109004739,1.0,1.0,no,no,no,yes,4.30000019073486,0,no,no
0.24059999465942397,0.228500003814697,0.4,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.28,0.27,0.338709677419355,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.41680000305175796,0.325999984741211,1.18243243243243,5.0,1.0,no,no,yes,yes,3.20000004768372,0,no,yes
0.38860000610351597,0.38860000610351597,0.6272727272727271,2.0,3.0,no,no,no,yes,10.6000003814697,0,no,yes
0.340800018310547,0.22540000915527303,0.7314285714285709,2.0,2.0,no,no,no,no,3.20000004768372,0,no,yes
0.27,0.21,0.831932773109244,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.35,0.27,0.884393063583815,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,yes
0.35,0.29,0.550387596899225,1.0,2.0,no,no,no,no,2.0,1,no,no
0.32,0.23,0.8,3.0,2.0,no,no,no,yes,3.0999999046325697,1,no,no
0.32,0.28,0.8,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,yes
0.37,0.3,0.904,1.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.35,0.26,0.902298850574713,6.0,2.0,yes,no,no,yes,3.20000004768372,1,yes,no
0.44,0.32,0.904347826086957,6.0,2.0,yes,no,no,yes,3.20000004768372,1,yes,no
0.4,0.29,0.8925619834710741,6.0,2.0,yes,no,no,no,1.79999995231628,1,yes,no
0.29,0.27,0.7142857142857142,1.0,2.0,no,no,no,yes,1.79999995231628,1,yes,no
0.41,0.27,0.9520000000000001,5.0,2.0,yes,no,no,yes,3.20000004768372,1,yes,no
0.25,0.22,0.833333333333333,3.0,2.0,no,no,no,no,10.6000003814697,1,yes,no
0.4,0.23,0.8,5.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.43,0.26,0.91044776119403,5.0,2.0,yes,no,yes,no,1.79999995231628,1,yes,no
0.41,0.26,0.8994413407821229,6.0,2.0,yes,no,no,no,2.0,1,yes,no
0.49,0.28,0.881889763779528,5.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.41,0.28,0.7938931297709921,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.26,0.26,0.63716814159292,2.0,4.0,no,no,yes,no,3.20000004768372,0,no,no
0.36700000762939505,0.23,0.8046875,6.0,2.0,yes,no,no,yes,1.79999995231628,1,no,yes
0.39,0.39,0.21505376344086,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.37,0.3,0.625,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.33,0.28,0.02,1.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.28,0.26,0.78125,3.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.36,0.31,0.78125,1.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.35,0.32,0.65631067961165,2.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.32,0.25,0.7801418439716309,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.38,0.23,0.2,1.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.35,0.29,0.8472222222222221,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.36,0.27,0.54726368159204,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.25,0.25,0.6404109589041099,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.47,0.34,0.881889763779528,2.0,2.0,no,no,no,yes,4.30000019073486,1,yes,no
0.18,0.13,0.7857142857142858,6.0,2.0,no,no,no,no,2.0,0,no,yes
0.29,0.28,0.7386363636363641,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.25,0.24,0.656976744186046,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.26,0.2,0.6071428571428571,2.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.29,0.23,0.39501779359430605,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.29,0.22,0.7172413793103449,1.0,2.0,no,no,yes,yes,10.6000003814697,0,no,no
0.27,0.27,0.740331491712707,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.29,0.24,0.634517766497462,1.0,1.0,no,no,no,yes,10.6000003814697,0,no,no
0.21,0.21,0.6129032258064521,2.0,2.0,yes,no,no,no,10.6000003814697,0,yes,yes
0.95,0.44,0.547058823529412,6.0,3.0,no,no,yes,no,10.6000003814697,0,no,no
0.25,0.2,0.9302325581395351,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.22,0.22,0.6174496644295301,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.37,0.29,0.7022900763358779,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.4,0.27,0.9185185185185191,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.29,0.28,0.696969696969697,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.36,0.24,1.0,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,yes
0.32,0.21,0.7303370786516851,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.38,0.24,0.43478260869565205,2.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.37,0.37,0.653266331658292,2.0,1.0,no,no,yes,no,4.30000019073486,0,no,yes
0.4,0.28,0.6401673640167359,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.24,0.1,0.5714285714285711,2.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.37,0.27,0.40145985401459905,2.0,1.0,no,no,yes,no,3.0999999046325697,0,no,no
0.35,0.18,0.802919708029197,2.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.41,0.07,0.786885245901639,2.0,1.0,no,no,no,no,3.5999999046325697,1,no,no
0.41,0.33,0.666666666666667,2.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.32,0.32,0.754098360655738,4.0,2.0,no,no,no,yes,4.30000019073486,0,yes,no
0.34,0.31,0.904,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.39,0.3,0.8394160583941609,2.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.238999996185303,0.21799999237060502,0.162790697674419,5.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.330999984741211,0.26200000762939496,0.40625,1.0,2.0,no,no,yes,no,8.89999961853027,0,no,no
0.355,0.330999984741211,0.555555555555556,6.0,1.0,no,no,no,yes,3.0999999046325697,0,no,no
0.408899993896484,0.272900009155273,0.8959999999999999,5.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.165,0.0540000009536743,0.102564102564103,1.0,1.0,no,no,no,yes,3.0999999046325697,1,no,no
0.307000007629395,0.231000003814697,0.49122807017543896,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.235,0.226000003814697,0.6798245614035091,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.312999992370605,0.287999992370605,0.5530973451327429,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.266000003814697,0.18299999237060502,0.669354838709677,2.0,2.0,no,no,no,yes,5.300000190734861,0,no,no
0.231000003814697,0.231000003814697,0.747663551401869,4.0,2.0,no,no,yes,no,3.0999999046325697,0,no,no
0.303999996185303,0.202999992370605,0.5787037037037039,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.34700000762939504,0.288999996185303,0.5228215767634861,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.350999984741211,0.345999984741211,0.48476454293628796,1.0,2.0,no,no,yes,yes,3.5999999046325697,0,no,no
0.320999984741211,0.243999996185303,0.9452054794520551,1.0,2.0,yes,no,no,no,3.9000000953674303,0,no,no
0.380999984741211,0.22799999237060503,0.5536480686695279,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.47200000762939504,0.303999996185303,0.8695652173913041,2.0,2.0,no,no,no,yes,2.0,1,no,yes
0.425,0.345,0.951351351351351,6.0,4.0,no,no,no,yes,1.79999995231628,0,yes,yes
0.318999996185303,0.315,0.7983870967741941,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.0698999977111816,0.0698999977111816,0.480769230769231,5.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.340999984741211,0.340999984741211,0.938775510204082,4.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.349000015258789,0.28700000762939504,0.204081632653061,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.33799999237060496,0.27,0.8640000000000001,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.395999984741211,0.272999992370605,0.7981220657277,1.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.39,0.27899999618530297,0.8,1.0,1.0,no,no,yes,yes,3.20000004768372,0,no,no
0.275,0.237999992370605,0.710659898477157,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.310499992370605,0.238199996948242,0.8026315789473679,5.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.46799999237060497,0.36200000762939505,0.7837837837837841,5.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.38860000610351597,0.26129999160766604,0.743169398907104,1.0,1.0,no,no,yes,no,3.20000004768372,0,yes,no
0.24200000762939497,0.17700000762939497,0.189189189189189,1.0,1.0,no,no,no,no,3.5999999046325697,1,no,no
0.691999969482422,0.535999984741211,0.7894736842105259,1.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.5759999847412111,0.32900001525878897,0.8992805755395681,6.0,2.0,no,no,no,no,3.20000004768372,1,yes,yes
0.354099998474121,0.194699993133545,0.75,1.0,2.0,no,no,no,no,10.6000003814697,1,no,no
0.479000015258789,0.475,0.951923076923077,6.0,2.0,no,no,no,yes,2.0,1,yes,yes
0.35599998474121103,0.311000003814697,0.7508771929824559,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.36299999237060493,0.168999996185303,0.8611111111111109,1.0,2.0,no,yes,no,yes,4.30000019073486,0,yes,yes
0.263999996185303,0.175,0.354838709677419,1.0,1.0,no,no,no,no,1.79999995231628,1,yes,no
0.172999992370605,0.0969999980926514,0.348837209302326,1.0,1.0,no,no,no,yes,4.30000019073486,1,no,no
0.365,0.273999996185303,0.859375,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.405,0.276000003814697,0.793565683646113,1.0,1.0,no,no,no,yes,3.0999999046325697,0,no,no
0.25200000762939495,0.0880000019073486,0.7820512820512819,1.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.24799999237060502,0.237999992370605,0.68,4.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.390999984741211,0.37,0.27906976744186,1.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.28299999237060497,0.28299999237060497,0.595959595959596,4.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.303999996185303,0.27700000762939503,0.652173913043478,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.0559999990463257,0.0530000019073486,0.8,6.0,4.0,no,no,no,no,3.20000004768372,0,yes,no
0.38400001525878896,0.375,0.8,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.5840000152587889,0.44700000762939507,0.7546012269938649,6.0,2.0,no,no,no,yes,3.20000004768372,0,no,yes
0.262999992370605,0.261000003814697,0.790774299835255,1.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.25270000457763697,0.25059999465942395,0.666666666666667,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.316000003814697,0.28399999618530297,0.801526717557252,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.3579999923706049,0.316000003814697,0.875,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.369000015258789,0.298999996185303,0.794520547945205,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.22200000762939498,0.20700000762939497,0.75,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.252999992370605,0.16799999237060503,0.664516129032258,6.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.183999996185303,0.16600000381469698,0.576470588235294,6.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.4,0.33,0.8870967741935479,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.34,0.24,0.793103448275862,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.30370000839233396,0.0903999996185303,0.8,6.0,2.0,yes,no,no,yes,3.20000004768372,0,no,yes
0.41,0.19,0.7018867924528299,1.0,2.0,no,no,yes,no,10.6000003814697,1,no,no
0.18,0.18,1.0,6.0,2.0,yes,no,no,yes,10.6000003814697,1,no,yes
0.4,0.27,0.7111111111111109,2.0,2.0,no,no,yes,no,4.30000019073486,0,no,no
0.31,0.31,0.7769784172661871,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.53,0.34,0.463235294117647,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.325800018310547,0.265799999237061,0.789808917197452,2.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.39240001678466796,0.24790000915527302,0.613333333333333,1.0,1.0,no,no,no,yes,2.0,1,no,no
0.225100002288818,0.19340000152587897,0.35874439461883395,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.38169998168945296,0.238500003814697,0.7754237288135591,1.0,1.0,yes,no,no,no,4.30000019073486,0,no,no
0.3375,0.2275,0.902439024390244,1.0,2.0,no,no,no,yes,3.9000000953674303,0,yes,no
0.16,0.16,0.911764705882353,2.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.3,0.3,1.11111111111111,4.0,2.0,no,no,no,yes,4.30000019073486,0,yes,yes
0.1,0.08,0.547945205479452,1.0,1.0,no,no,yes,yes,1.79999995231628,0,no,no
0.2,0.12,0.939189189189189,3.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.08,0.06,0.728643216080402,1.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.1,0.06,0.783289817232376,2.0,1.0,no,no,yes,yes,3.5999999046325697,0,no,no
0.17,0.07,1.22463768115942,2.0,1.0,no,no,no,no,2.0,0,yes,no
0.29,0.21,0.797752808988764,1.0,2.0,no,no,no,yes,5.300000190734861,0,no,no
0.37,0.33,0.9220779220779219,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.36,0.32,0.6814814814814809,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.25,0.17,0.892857142857143,2.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.36,0.32,0.8,6.0,2.0,yes,no,no,no,2.0,0,no,yes
0.39,0.36,0.890909090909091,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.38,0.31,0.7753623188405799,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.4,0.34,0.8,2.0,2.0,no,no,yes,yes,3.20000004768372,1,no,no
0.36,0.25,0.8,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.38,0.34,0.919230769230769,2.0,2.0,no,no,yes,no,5.300000190734861,1,no,no
0.33,0.31,0.659217877094972,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.37,0.26,0.7837837837837841,2.0,1.0,no,no,no,no,2.0,0,no,no
0.22,0.13,0.7986111111111109,3.0,1.0,yes,no,yes,no,3.20000004768372,1,yes,no
0.3,0.24,0.42372881355932196,1.0,1.0,yes,no,no,no,3.20000004768372,0,no,no
0.36,0.35,0.9144736842105259,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.41,0.28,0.896174863387978,6.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.35,0.3,0.683760683760684,1.0,2.0,no,no,no,yes,3.0999999046325697,1,no,no
0.32,0.32,0.8,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.41,0.28,0.9259259259259259,6.0,2.0,yes,yes,no,no,3.20000004768372,0,yes,yes
0.32,0.28,0.8969696969696971,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.4,0.18,0.8769230769230769,3.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.33,0.27,0.8,1.0,2.0,no,no,no,yes,3.0999999046325697,0,yes,yes
0.28,0.25,0.9021739130434779,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.35,0.35,0.44,2.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.4,0.35,0.7826086956521741,1.0,2.0,no,no,no,no,3.20000004768372,1,yes,yes
0.3,0.18,0.900804289544236,6.0,2.0,yes,no,yes,no,1.79999995231628,1,yes,yes
0.35,0.23,0.874418604651163,4.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.2,0.19,0.700808625336927,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.29,0.28,0.375,1.0,4.0,no,no,no,no,3.20000004768372,0,no,no
0.36,0.27,0.82,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.2,0.35042735042734996,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.26,0.04,0.396825396825397,2.0,2.0,no,no,no,no,2.0,0,no,no
0.28,0.21,0.638879372057327,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.43,0.24,0.40178571428571397,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.27,0.2,0.7972972972972969,1.0,1.0,no,no,yes,no,3.20000004768372,1,no,no
0.28,0.22,0.745578231292517,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.27,0.25,0.8515364487324459,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.36,0.3,0.639713428375134,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.35,0.35,0.625,2.0,3.0,no,no,no,no,3.5999999046325697,0,no,no
0.33,0.31,0.8589220303094509,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.32,0.24,0.743243243243243,3.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.23,0.04,0.5,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.37,0.28,0.487156769323806,2.0,2.0,no,no,no,no,2.0,0,no,no
0.33119998931884803,0.1725,0.68,2.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.35130001068115196,0.256900005340576,0.5428571428571429,5.0,2.0,no,no,no,yes,3.20000004768372,0,no,yes
0.4570000076293951,0.28200000762939503,0.752631578947368,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.352400016784668,0.293299999237061,0.902985074626866,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.41689998626709,0.21090000152587898,0.923076923076923,2.0,2.0,no,yes,no,yes,10.6000003814697,0,no,yes
0.219099998474121,0.20950000762939497,0.794871794871795,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.20520000457763699,0.15899999618530303,0.602564102564103,1.0,2.0,no,yes,yes,yes,1.79999995231628,0,no,yes
0.461100006103516,0.371500015258789,0.78448275862069,2.0,2.0,no,no,no,yes,5.300000190734861,1,no,no
0.34659999847412104,0.31579999923706104,0.5760368663594471,2.0,2.0,no,no,no,no,2.0,0,no,no
0.31670000076293897,0.20889999389648398,0.721649484536082,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
